1,0.8979,2.3268195712660886,0.9026,2.3300294650875673
2,0.038799999999999946,0.13101597489152372,0.041200000000000014,0.136858872400093
3,0.019039999999999946,0.0673151982043667,0.02839999999999998,0.09060075709096078
4,0.017360000000000042,0.05649079712912727,0.026900000000000035,0.09294382714957433
5,0.009480000000000044,0.03472729851205627,0.02290000000000003,0.07759759234349994
6,0.006020000000000025,0.023610353404835117,0.021199999999999997,0.07269834445250868
7,0.005659999999999998,0.021053148306081133,0.022299999999999986,0.079410934745082
8,0.006220000000000003,0.020989077678037073,0.024399999999999977,0.08563102636366252
9,0.0017599999999999838,0.008414343224078195,0.018399999999999972,0.0700959609928369
10,0.0007800000000000029,0.005685315497672084,0.017000000000000015,0.06735302434053497
